id,新規,,スキル名,テキスト,SP,種類,,キャラ,下位スキル,確定発動,CT,査定,前提条件,CM順位,LoH順位,条件,CM順位,LoH順位,効果1,効果量1,効果2,効果量2,効果3,効果量3,効果時間,前提条件,CM順位,LoH順位,条件,CM順位,LoH順位,効果1,効果量1,効果2,効果量1,効果3,効果量1,効果時間,
106701211,,#REF!,右回りの輪舞曲,右回りコースが得意になりスピードとパワーがすごく上昇する,,進化,#REF!,サトノダイヤモンド,右回りの鬼,○,,508,,,,rotation==1,,,緑(スピ),80,緑(パワ),80,,,-0.0001,,,,,,,,,,,,,,106701211|右回りの輪舞曲
106702111,,#REF!,無我の境地,ラストスパートで中団以降にいると持久力をちょっと使って加速力が上がる＜差し・長距離＞,,進化,#REF!,サトノダイヤモンド,無我夢中,,500,633,,,,distance_type==4&running_style==3&is_lastspurt==1&order_rate>=40,,,加速,0.4,回復,-0.005,,,1.5,,,,,,,,,,,,,,106702111|無我の境地
106702211,,#REF!,明けぬ夜はない！,レース中盤で後ろの方にいると前方の持久力をわずかに奪いさらに速度がわずかに上がる＜長距離＞,,進化,#REF!,サトノダイヤモンド,スタミナグリード,,500,508,,,,distance_type==4&phase_random==1&order>=5,,,回復,-0.01,回復,0.035,目標速度,0.15,3,,,,,,,,,,,,,,106702211|明けぬ夜はない！
106703111,,#REF!,蒼色革命,レース終盤始めの方に中団以降にいるとしばらくの間加速力が上がる＜中距離＞,,進化,#REF!,サトノダイヤモンド,起死回生,,500,633,,,,distance_type==3&phase_firsthalf_random==2&order_rate>=40,,,加速,0.4,,,,,4,,,,,,,,,,,,,,106703111|蒼色革命
106703211,,#REF!,ダンス・デ・レぺ,コーナーで速度がすごく上がる、さらにロンシャンレース場で絶好調なら効果時間が増える＜中距離＞,,進化,#REF!,サトノダイヤモンド,光芒円刃,,500,633,,,,track_id==10201&distance_type==3&all_corner_random==1&motivation==5,,,目標速度,0.45,,,,,4,,,,track_id!=10201&distance_type==3&all_corner_random==1@track_id==10201&all_corner_random==1&motivation<=4&distance_type==3,,,目標速度,0.45,,,,,3,106703211|ダンス・デ・レぺ
106801111,,#REF!,祭りだワッショイ！,スタート時に加速力がすごく上がる＜作戦・逃げ＞,,進化,#REF!,キタサンブラック,先手必勝,,500,394,,,,running_style==1&phase==0,,,加速,0.5,,,,,1.2,,,,,,,,,,,,,,106801111|祭りだワッショイ！
106801211,,#REF!,爆風一閃！,直線で速度がすごく上がる＜長距離＞,,進化,#REF!,キタサンブラック,烈風一閃,,500,633,,,,distance_type==4&straight_random==1,,,目標速度,0.45,,,,,3,,,,,,,,,,,,,,106801211|爆風一閃！
106802111,,#REF!,未来へ飛び立ちましょう！,レース中盤に前の方にいるとしばらくの間速度が上がる＜作戦・逃げ＞,,進化,#REF!,キタサンブラック,脱出術,,500,633,,,,running_style==1&phase_random==1&order_rate<=50,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,106802111|未来へ飛び立ちましょう！
106802211,,#REF!,必勝の前口上！,スタート時に加速力がすごく上がる＜作戦・逃げ＞,,進化,#REF!,キタサンブラック,先手必勝,,500,394,,,,running_style==1&phase==0,,,加速,0.5,,,,,1.2,,,,,,,,,,,,,,106802211|必勝の前口上！
106803111,,#REF!,あっぱれ！臥竜勇往,レース終盤始めの方で余力十分なら前に出る、その後最終直線でわずかに前に出る＜逃げ・長距離＞,,進化,#REF!,キタサンブラック,画竜点睛,,500,633,,,,distance_type==4&running_style==1&phase_firsthalf_random==2&lastspurt==2,,,現在速度,0.35,,,,,3,,,,is_activate_other_skill_detail==1&is_last_straight==1,,,現在速度,0.15,,,,,3,106803111|あっぱれ！臥竜勇往
106803211,,#REF!,万里飛び越えソイヤッ！,ラストスパートの直線で前の方だと加速力が上がる、その後最終直線でわずかに前に出る＜逃げ・長距離＞,,進化,#REF!,キタサンブラック,万里一空,,500,633,,,,distance_type==4&running_style==1&is_lastspurt==1&corner==0&order<=3,,,加速,0.4,,,,,0.9,,,,is_activate_other_skill_detail==1&is_last_straight==1,,,現在速度,0.15,,,,,3,106803211|万里飛び越えソイヤッ！
106901111,,#REF!,お花見当たり年！,最終コーナーで前の方にいるとしばらくの間速度が上がる＜作戦・先行＞,,進化,#REF!,サクラチヨノオー,スピードスター,,500,633,,,,running_style==2&is_finalcorner_random==1&order_rate<=50,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,106901111|お花見当たり年！
106901121,,#REF!,案ずるより走るが速し,レース中盤のコーナーですごく前に出る＜先行・中距離＞,,進化,#REF!,サクラチヨノオー,スピードスター,,500,633,,,,distance_type==3&running_style==2&phase_corner_random==1,,,現在速度,0.45,,,,,1.8,,,,,,,,,,,,,,106901121|案ずるより走るが速し
106901211,,#REF!,けふ九重に満開です,春のレースが得意になりスピードとパワーがすごく上昇する,,進化,#REF!,サクラチヨノオー,春一番,○,,508,,,,season==1@season==5,,,緑(スピ),80,緑(パワ),80,,,-0.0001,,,,,,,,,,,,,,106901211|けふ九重に満開です
106902111,,#REF!,桜花爛漫一直線,直線で速度がすごく上がる,,進化,#REF!,サクラチヨノオー,ハヤテ一文字,,30,633,,,,straight_random==1,,,目標速度,0.45,,,,,3,,,,,,,,,,,,,,106902111|桜花爛漫一直線
106902211,,#REF!,負けたくない！,レース中盤に中団で競り合うと持久力が回復しさらに速度が上がる＜中距離＞,,進化,#REF!,サクラチヨノオー,気炎万丈,,500,633,,,,distance_type==3&phase==1&order_rate<=80&order_rate>=30&blocked_side_continuetime>=2,,,目標速度,0.35,回復,0.055,,,2.4,,,,,,,,,,,,,,106902211|負けたくない！
107001111,,#REF!,揺るがぬアスター,終盤の最終直線で好位置にいると速度がすごく上がる＜中距離＞,,進化,#REF!,シリウスシンボリ,決死の覚悟,,500,633,,,,distance_type==3&phase>=2&is_last_straight==1&order_rate>=20&order_rate<=60,,,目標速度,0.45,,,,,3,,,,,,,,,,,,,,107001111|揺るがぬアスター
107001211,,#REF!,一等星のアラベスク,レース中盤に前の方だと速度がすごく上がる＜中距離＞,,進化,#REF!,シリウスシンボリ,キラーチューン,,500,633,,,,distance_type==3&phase_random==1&order_rate<=50,,,目標速度,0.45,,,,,2.4,,,,,,,,,,,,,,107001211|一等星のアラベスク
107001221,,#REF!,追想のトロイメライ,レース中盤始めの方に前の方だと速度がわずかに上がり持久力を回復する＜中距離＞,,進化,#REF!,シリウスシンボリ,キラーチューン,,500,633,,,,distance_type==3&phase_firsthalf_random==1&order_rate<=50,,,目標速度,0.15,回復,0.055,,,2.4,,,,,,,,,,,,,,107001221|追想のトロイメライ
107101111,,#REF!,永遠の輝き,レース中盤に前の方にいると持久力を回復し、速度がわずかに上がる＜作戦・先行＞,,進化,#REF!,メジロアルダン,レースプランナー,,500,633,,,,running_style==2&phase_random==1&order_rate<=50,,,回復,0.055,目標速度,0.15,,,3,,,,,,,,,,,,,,107101111|永遠の輝き
107101211,,#REF!,刹那への覚悟,終盤の最終直線で好位置にいると速度がすごく上がる＜中距離＞,,進化,#REF!,メジロアルダン,決死の覚悟,,500,633,,,,distance_type==3&is_last_straight==1&phase>=2&order_rate>=20&order_rate<=60,,,目標速度,0.45,,,,,3,,,,,,,,,,,,,,107101211|刹那への覚悟
107102111,,#REF!,美しき燐光,レース終盤が迫ったとき持久力を回復し速度がわずかに上がる＜作戦・先行＞,,進化,#REF!,メジロアルダン,不屈の心,,500,633,,,,running_style==2&phase_laterhalf_random==1,,,回復,0.055,目標速度,0.15,,,3,,,,,,,,,,,,,,107102111|美しき燐光
107102211,,#REF!,淡く儚い残照,終盤の最終直線で、持久力を少し使い、速度がものすごく上がる＜先行・中距離＞,,進化,#REF!,メジロアルダン,光芒一閃,,500,633,,,,running_style==2&distance_type==3&is_last_straight==1&phase>=2,,,目標速度,0.55,回復,-0.02,,,3,,,,,,,,,,,,,,107102211|淡く儚い残照
107201111,,#REF!,昂る焔,レース中盤に追い抜くとしばらくの間速度が上がる,,進化,#REF!,ヤエノムテキ,アガッてきた！,,30,633,,,,phase==1&change_order_onetime<0,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,107201111|昂る焔
107201211,,#REF!,八重の向こう意気,最終コーナー以降に詰め寄られると速度がすごく上がり加速力がちょっと上がる＜中距離＞,,進化,#REF!,ヤエノムテキ,勝利への執念,,500,633,,,,distance_type==3&is_finalcorner==1&overtake_target_time>=2,,,目標速度,0.45,加速,0.1,,,3,,,,,,,,,,,,,,107201211|八重の向こう意気
107201221,,#REF!,勝利に焦がれる激情,レース終盤に最終コーナー以降で追い抜こうとするとしばらくの間前に出る＜中距離＞,,進化,#REF!,ヤエノムテキ,勝利への執念,,500,633,,,,phase>=2&is_finalcorner==1&is_overtake==1&distance_type==3,,,現在速度,0.35,,,,,4,,,,,,,,,,,,,,107201221|勝利に焦がれる激情
107202111,,#REF!,将の疾刃,終盤の最終コーナーで中団以前にいる時ゴールまで遠いと加速力が上がるその後ラストスパートの最中に速度がわずかに上がる＜先行/差し＞,,進化,#REF!,ヤエノムテキ,王手,,500,633,,,,running_style==2&phase>=2&is_finalcorner==1&corner!=0&remain_distance>=600&order_rate<=70@running_style==3&phase>=2&is_finalcorner==1&corner!=0&remain_distance>=600&order_rate<=70,,,加速,0.4,,,,,0.9,,,,is_activate_other_skill_detail==1&is_lastspurt==1&phase_firsthalf_random==3,,,目標速度,0.15,,,,,3,107202111|将の疾刃
107202211,,#REF!,無双の追撃,レース後半に追い抜こうとすると前に出る、内ラチ側にいると効果が増える＜先行/差し＞,,進化,#REF!,ヤエノムテキ,猛追,,500,633,,,,running_style==2&distance_rate>=50&is_overtake==1&lane_type==0@running_style==3&distance_rate>=50&is_overtake==1&lane_type==0,,,現在速度,0.45,,,,,2.4,,,,running_style==2&distance_rate>=50&is_overtake==1@running_style==3&distance_rate>=50&is_overtake==1,,,現在速度,0.35,,,,,2.4,107202211|無双の追撃
107401111,,#REF!,不屈のお嬢様,レース中盤に追い抜かれると持久力をすごく回復する,,進化,#REF!,メジロブライト,不屈の心,,500,633,,,,phase==1&change_order_onetime>0,,,回復,0.075,,,,,,,,,,,,,,,,,,,107401111|不屈のお嬢様
107401211,,#REF!,動かざること羊蹄山の若し,レース中盤始めの方に中団にいると速度をわずかに落として持久力をものすごく回復する＜長距離＞,,進化,#REF!,メジロブライト,泰然自若,,500,633,,,,distance_type==4&phase_firsthalf_random==1&order_rate>=40&order_rate<=80,,,回復,0.095,現在速度,-0.15,,,1.2,,,,,,,,,,,,,,107401211|動かざること羊蹄山の若し
107402111,,#REF!,聖夜の天路,レース中盤にしばらくの間速度が少し上がるスタミナが十二分に高いと効果時間が増える＜作戦・差し＞,,進化,#REF!,メジロブライト,千里の道,,500,633,,,,running_style==3&phase_random==1&base_stamina>=1200,,,目標速度,0.25,,,,,5,,,,running_style==3&phase_random==1&base_stamina<1200,,,目標速度,0.25,,,,,4,107402111|聖夜の天路
107402211,,#REF!,雪華の追い上げ,レース終盤で追い抜くとしばらくの間前に出るスタミナが十二分に高いと効果時間が増える＜長距離＞,,進化,#REF!,メジロブライト,怒涛の追い上げ,,500,633,,,,distance_type==4&phase==2&change_order_onetime<0&base_stamina>=1200,,,現在速度,0.35,,,,,5,,,,distance_type==4&phase==2&change_order_onetime<0,,,現在速度,0.35,,,,,4,107402211|雪華の追い上げ
107601111,,#REF!,桜前線進行中！,レース中盤に速度をすごく上げる＜作戦・差し＞,,進化,#REF!,サクラローレル,勇往邁進,,500,633,,,,running_style==3&phase_random==1,,,目標速度,0.45,,,,,2.4,,,,,,,,,,,,,,107601111|桜前線進行中！
107601211,,#REF!,一花咲かせましょう！,レース終盤始めの方で余力十分ならすごく前に出る＜差し・長距離＞,,進化,#REF!,サクラローレル,一気呵成,,500,633,,,,distance_type==4&running_style==3&phase_firsthalf_random==2&lastspurt==2,,,現在速度,0.45,,,,,3,,,,,,,,,,,,,,107601211|一花咲かせましょう！
107701111,,#REF!,ターフの主人公,パワーとスピードが少し上がる「良」のバ場状態ならすごく上がる＜芝＞,,進化,#REF!,ナリタトップロード,良バ場の鬼,○,,508,,,,ground_condition==1&ground_type==1,,,緑(パワ),80,緑(スピ),80,,,-0.0001,,,,ground_condition!=1&ground_type==1,,,緑(パワ),40,緑(スピ),40,,,-0.0001,107701111|ターフの主人公
107701211,,#REF!,正道,レース終盤が迫ったとき前方にいると速度が上がる、その後ラストスパートで加速力がわずかに上がる＜長距離＞,,進化,#REF!,ナリタトップロード,真打,,500,633,,,,distance_type==4&phase_laterhalf_random==1&order_rate<=50,,,目標速度,0.35,,,,,2.4,,,,is_activate_other_skill_detail==1&is_lastspurt==1,,,加速,0.2,,,,,0.9,107701211|正道
107801111,,#REF!,ウインドシアー,レース中盤に前の方にいるとしばらくの間速度が上がる＜マイル＞,,進化,#REF!,ヤマニンゼファー,ギアチェンジ,,500,633,,,,distance_type==2&phase_random==1&order_rate<=50,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,107801111|ウインドシアー
107801211,,#REF!,神渡し,レース終盤目前、2番手以降に控えて先頭から2バ身以内だとしばらくの間速度が上がる＜作戦・先行＞,,進化,#REF!,ヤマニンゼファー,風雲の志,,500,633,,,,running_style==2&order>=2&distance_diff_top<=5&distance_rate>=60&phase==1,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,107801211|神渡し
107801221,,#REF!,天つ風,レース後半に3番手以降だとしばらくの間速度が上がる＜作戦・先行＞,,進化,#REF!,ヤマニンゼファー,風雲の志,,500,633,,,,running_style==2&order>=3&distance_rate>=50,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,107801221|天つ風
108001111,,#REF!,情報強者,レース序盤にスキルを多く発動すると加速力が上がる、マイルか中距離レースの場合は効果が増える,,進化,#REF!,トランセンド,盤石の構え,,500,633,,,,distance_type==2&activate_count_start>=3@distance_type==3&activate_count_start>=3,,,加速,0.5,,,,,3,,,,distance_type==1&activate_count_start>=3@distance_type==4&activate_count_start>=3,,,加速,0.4,,,,,3,108001111|情報強者
108001211,,#REF!,『未知』を求めて,レース中盤が迫ったとき前方にいると速度がすごく上がる＜ダート＞,,進化,#REF!,トランセンド,砂の開拓者,,500,633,,,,ground_type==2&phase_laterhalf_random==0&order_rate<=50,,,目標速度,0.45,,,,,3,,,,,,,,,,,,,,108001211|『未知』を求めて
108201111,,#REF!,ココロ、キラめくままに！,レース中盤に追い抜くとしばらくの間速度が上がる賢さが十二分に高いと効果が増える,,進化,#REF!,ノースフライト,アガッてきた！,,30,633,,,,phase==1&change_order_onetime<0&base_wiz>=1200,,,目標速度,0.4,,,,,4,,,,phase==1&change_order_onetime<0,,,目標速度,0.35,,,,,4,108201111|ココロ、キラめくままに！
108201211,,#REF!,Enjoy the Flight,レース終盤始めの方で前方にいると加速力が上がり、その後残り200m地点で速度がわずかに上がる＜マイル＞,,進化,#REF!,ノースフライト,ハイボルテージ,,500,633,,,,distance_type==2&phase_firsthalf_random==2&order_rate<=50,,,加速,0.4,,,,,1.8,,,,is_activate_other_skill_detail==1&remain_distance<=201&remain_distance>=199,,,目標速度,0.15,,,,,3,108201211|Enjoy the Flight
108301111,,#REF!,質実剛健,ラストスパートで中団以降にいると持久力を少し使って加速力を上げる中山レース場なら持久力を使わずにわずかに回復する＜差し・長距離＞,,進化,#REF!,シンボリクリスエス,無我夢中,,500,633,,,,distance_type==4&running_style==3&is_lastspurt==1&order_rate>=40&track_id==10005,,,加速,0.4,回復,0.015,,,1.5,,,,distance_type==4&running_style==3&is_lastspurt==1&order_rate>=40,,,加速,0.4,回復,-0.02,,,1.5,108301111|質実剛健
108301211,,#REF!,革命をもたらす威容,レース終盤が迫ったとき後方にいると速度が上がり持久力をわずかに回復する＜中距離/長距離＞,,進化,#REF!,シンボリクリスエス,一発必中,,500,633,,,,distance_type==3&phase_laterhalf_random==1&order_rate>=50@distance_type==4&phase_laterhalf_random==1&order_rate>=50,,,目標速度,0.35,回復,0.015,,,2.4,,,,,,,,,,,,,,108301211|革命をもたらす威容
108302111,,#REF!,Burn Down,レース中盤に中団で競り合うと持久力が少し回復し、さらに速度がすごく上がり自身を除くチームメンバーの速度がわずかに上がる＜中距離＞,,進化,#REF!,シンボリクリスエス,気炎万丈,,500,633,,,,distance_type==3&phase==1&order_rate<=80&order_rate>=30&blocked_side_continuetime>=2,,,目標速度,0.15,目標速度,0.3,回復,0.035,3,,,,,,,,,,,,,,108302111|Burn Down
108302211,,#REF!,Service: Transit,レース終盤始めの方に中団以降にいるとしばらくの間加速力が上がる＜差し・中距離＞,,進化,#REF!,シンボリクリスエス,乗り換え上手,,500,633,,,,distance_type==3&running_style==3&phase_firsthalf_random==2&order_rate>=40,,,加速,0.4,,,,,4,,,,,,,,,,,,,,108302211|Service: Transit
108401111,,#REF!,嵐を呼ぶ破壊神,レース終盤に後方にいるとラストスパートの最中に速度がすごく上がる＜作戦・追込＞,,進化,#REF!,タニノギムレット,疾風怒濤,,500,633,phase>=2&distance_diff_rate>=50,,,running_style==4&phase_firsthalf_random==3&is_lastspurt==1,,,目標速度,0.45,,,,,3,,,,,,,,,,,,,,108401111|嵐を呼ぶ破壊神
108401211,,#REF!,酔い痴れよ、世界,スピードとパワーが十分に強いとスピードとパワーがすごく上がる＜マイル/中距離＞,,進化,#REF!,タニノギムレット,雲蒸竜変,○,,633,,,,base_speed>=1000&base_power>=1000&distance_type==2@base_speed>=1000&base_power>=1000&distance_type==3,,,緑(スピ),80,緑(パワ),80,,,-0.0001,,,,,,,,,,,,,,108401211|酔い痴れよ、世界
108501111,,#REF!,華麗であれ,最終コーナーで中団以降だと前後3人ずつの速度をわずかに下げ、自分の速度をすごく上げる＜作戦・差し＞,,進化,#REF!,ダイイチルビー,威風堂々,,500,633,,,,running_style==3&order_rate>=40&is_finalcorner_random==1,,,目標速度,0.45,現在速度,0.15,現在速度,0.15,1.8,,,,,,,,,,,,,,108501111|華麗であれ
108501211,,#REF!,常に最たる輝きを,レース終盤に後方で追い抜こうとすると加速力を上げ、さらに目の前のウマ娘をわずかに萎縮させる＜短距離/マイル＞,,進化,#REF!,ダイイチルビー,電光石火,,500,633,,,,distance_type==1&phase>=2&order_rate>=50&is_overtake==1@distance_type==2&phase>=2&order_rate>=50&is_overtake==1,,,加速,0.4,現在速度,0.15,,,2,,,,,,,,,,,,,,108501211|常に最たる輝きを
108502111,,#REF!,霹靂閃電,レース終盤始めに追い抜こうとするときまたはレース終盤始めの方で加速力が上がる＜差し・マイル＞,,進化,#REF!,ダイイチルビー,電光石火,,500,633,,,,running_style==3&distance_type==2&phase>=2&is_overtake==1&distance_rate<=75@running_style==3&distance_type==2&phase_firsthalf_random==2,,,加速,0.4,,,,,2,,,,,,,,,,,,,,108502111|霹靂閃電
108502211,,#REF!,灰と化すまで,レース終盤が迫ったとき中団以降にいるとしばらくの間速度が上がる＜マイル＞,,進化,#REF!,ダイイチルビー,熱情,,500,633,,,,distance_type==2&phase_laterhalf_random==1&order_rate>=40,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,108502211|灰と化すまで
108601111,,#REF!,純愛,最終コーナー前の第3コーナーで前の方にいるとすごく前に出る＜マイル/中距離＞,,進化,#REF!,メジロラモーヌ,十全十美,,500,633,,,,distance_type==2&corner_random==3&order_rate<=50@distance_type==3&corner_random==3&order_rate<=50,,,現在速度,0.45,,,,,3,,,,,,,,,,,,,,108601111|純愛
108601211,,#REF!,高嶺の艶笑,レース中盤にしばらくの間速度が上がる＜マイル/中距離＞,,進化,#REF!,メジロラモーヌ,優位形成,,500,633,,,,distance_type==2&phase_random==1@distance_type==3&phase_random==1,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,108601211|高嶺の艶笑
108701111,,#REF!,必勝のピッチアップ,スタート時にしばらくの間加速力が上がる＜作戦・逃げ＞,,進化,#REF!,アストンマーチャン,先手必勝,,500,394,,,,running_style==1&phase==0,,,加速,0.4,,,,,4,,,,,,,,,,,,,,108701111|必勝のピッチアップ
108701211,,#REF!,記憶に刻む足取り,レース終盤が迫ったとき前方にいると速度が上がり、さらに加速力がわずかに上がる＜短距離＞,,進化,#REF!,アストンマーチャン,意気衝天,,500,633,,,,distance_type==1&phase_laterhalf_random==1&order_rate<=50,,,目標速度,0.35,加速,0.2,,,2.4,,,,,,,,,,,,,,108701211|記憶に刻む足取り
108801111,,#REF!,アンビシャスカード,レース中盤で中団以降にいると速度がすごく上がる＜作戦・差し＞,,進化,#REF!,サトノクラウン,迅速果断,,500,633,,,,running_style==3&phase_random==1&order_rate>=40,,,目標速度,0.45,,,,,2.4,,,,,,,,,,,,,,108801111|アンビシャスカード
108801211,,#REF!,ミリオンカード,レース終盤始めの方で中団以降にいると加速力が上がる、2200m～2400mのレースなら持久力を少し使い終盤始めの方早めにすごく上がる＜中距離＞,,進化,#REF!,サトノクラウン,起死回生,,500,633,,,,distance_type==3&course_distance>=2200&course_distance<=2400&phase_firstquarter_random==2&order_rate>=40,,,加速,0.5,回復,-0.02,,,1.8,,,,distance_type==3&course_distance<2200&phase_firsthalf_random==2&order_rate>=40@distance_type==3&course_distance>2400&phase_firsthalf_random==2&order_rate>=40,,,加速,0.4,,,,,1.8,108801211|ミリオンカード
108901111,,#REF!,偉大なる踏破,終盤が迫ったとき前の方にいると速度が少し上がり、加速力が少し上がる2400mのレースだと速度の効果量が増える＜先行・中距離＞,,進化,#REF!,シュヴァルグラン,快進撃,,500,633,,,,distance_type==3&running_style==2&phase_laterhalf_random==1&order_rate<=50&course_distance==2400,,,目標速度,0.35,加速,0.3,,,3,,,,distance_type==3&running_style==2&phase_laterhalf_random==1&order_rate<=50&course_distance!=2400,,,目標速度,0.25,加速,0.3,,,3,108901111|偉大なる踏破
108901211,,#REF!,全力投球,ラストスパートの最中に速度がすごく上がる,,進化,#REF!,シュヴァルグラン,全身全霊,,500,633,,,,is_lastspurt==1&phase_firsthalf_random==3,,,目標速度,0.45,,,,,2.4,,,,,,,,,,,,,,108901211|全力投球
109101111,,#REF!,天来のリトルシスター,下り坂で速度が上がりさらに加速力がわずかに上がる＜マイル/中距離＞,,進化,#REF!,ヴィブロス,至高のダウンヒラー,,500,633,,,,distance_type==2&down_slope_random==1@distance_type==3&down_slope_random==1,,,目標速度,0.35,加速,0.2,,,2.4,,,,,,,,,,,,,,109101111|天来のリトルシスター
109101211,,#REF!,ハイソ・メンタリティ！,レース後半に中団にいるとしばらくの間速度が上がり、さらに加速力がちょっと上がる＜作戦・差し＞,,進化,#REF!,ヴィブロス,大胆不敵,,500,633,,,,running_style==3&distance_rate_after_random==50&order_rate>=30&order_rate<=80,,,目標速度,0.35,加速,0.1,,,4,,,,,,,,,,,,,,109101211|ハイソ・メンタリティ！
109301111,,#REF!,K.Speed,最終コーナーで前の方にいると速度が上がる、さらに短距離レースならわずかに前に出る＜作戦・先行＞,,進化,#REF!,ケイエスミラクル,スピードスター,,500,633,,,,distance_type==1&running_style==2&is_finalcorner_random==1&order_rate<=50,,,目標速度,0.35,現在速度,0.15,,,1.8,,,,distance_type!=1&running_style==2&is_finalcorner_random==1&order_rate<=50,,,目標速度,0.35,,,,,1.8,109301111|K.Speed
109301211,,#REF!,命の火花,レース終盤始めの方で前方にいると加速力が上がり、その後残り200m地点で速度がわずかに上がる＜作戦・先行＞,,進化,#REF!,ケイエスミラクル,鍔迫り合い,,500,633,,,,running_style==2&phase_firsthalf_random==2&order_rate<=50,,,加速,0.4,,,,,1.8,,,,is_activate_other_skill_detail==1&remain_distance<=201&remain_distance>=199,,,目標速度,0.15,,,,,3,109301211|命の火花
109401111,,#REF!,猛襲の牙,レース終盤が迫ったとき中団以降にいるとしばらくの間速度が上がるパワーが十二分に高いと効果が増える＜差し・中距離＞,,進化,#REF!,ジャングルポケット,突撃魂,,500,633,,,,distance_type==3&running_style==3&phase_laterhalf_random==1&order_rate>=40&base_power>=1200,,,目標速度,0.4,,,,,4,,,,distance_type==3&running_style==3&phase_laterhalf_random==1&order_rate>=40,,,目標速度,0.35,,,,,4,109401111|猛襲の牙
109401211,,#REF!,闘叫の鬼,東京レース場ならレース終盤始めの方にしばらくの間前に出て、加速力がちょっと上がる＜中距離＞,,進化,#REF!,ジャングルポケット,昂る鼓動,,500,633,,,,distance_type==3&phase_firsthalf_random==2&track_id==10006,,,現在速度,0.35,加速,0.1,,,4,,,,,,,,,,,,,,109401211|闘叫の鬼
109401221,,#REF!,天上天下唯我爆走,レース終盤始めの方にすごく前に出る＜中距離＞,,進化,#REF!,ジャングルポケット,昂る鼓動,,500,633,,,,distance_type==3&phase_firsthalf_random==2,,,現在速度,0.45,,,,,3,,,,,,,,,,,,,,109401221|天上天下唯我爆走
109801111,,#REF!,コパッと開運！,レース終盤が迫ったとき前方にいると速度がすごく上がる＜ダート＞,,進化,#REF!,コパノリッキー,勝利の機運,,500,633,,,,ground_type==2&phase_laterhalf_random==1&order_rate<=50,,,目標速度,0.45,,,,,2.4,,,,,,,,,,,,,,109801111|コパッと開運！
109801211,,#REF!,龍脈の波濤,パワーが十分に強いとスピードがすごく上がりパワーが十二分に仕上がっている場合はものすごく上がる＜ダート＞,,進化,#REF!,コパノリッキー,抜群の踏み込み,○,,508,,,,ground_type==2&base_power>=1200,,,緑(スピ),100,,,,,-0.0001,,,,ground_type==2&base_power>=1000&base_power<1200,,,緑(スピ),80,,,,,-0.0001,109801211|龍脈の波濤
109901111,,#REF!,苫小牧グルメで舌鼓！,レース中盤が迫ったとき前の方にいると持久力を回復し速度がわずかに上がる＜作戦・先行＞,,進化,#REF!,ホッコータルマエ,余裕綽々,,500,633,,,,running_style==2&phase_laterhalf_random==0&order_rate<=50,,,回復,0.055,目標速度,0.15,,,3,,,,,,,,,,,,,,109901111|苫小牧グルメで舌鼓！
109901211,,#REF!,観光大使の面目躍如！,レース中盤に競り合うと速度がすごく上がる＜ダート＞,,進化,#REF!,ホッコータルマエ,チャート急上昇！,,500,633,,,,ground_type==2&phase==1&blocked_side_continuetime>=2,,,目標速度,0.45,,,,,2.4,,,,,,,,,,,,,,109901211|観光大使の面目躍如！
110001111,,#REF!,闘魂注入,追い抜こうとするとしばらくの間速度が上がる＜マイル＞,,進化,#REF!,ワンダーアキュート,姉御肌,,500,394,,,,distance_type==2&is_overtake==1&accumulatetime>=5,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,110001111|闘魂注入
110001211,,#REF!,女神の砂浴び,前のウマ娘のすぐ後ろに付けるとしばらくの間速度が上がる＜ダート＞,,進化,#REF!,ワンダーアキュート,優雅な砂浴び,,500,633,,,,ground_type==2&accumulatetime>=5&infront_near_lane_time>=3,,,目標速度,0.35,,,,,4,,,,,,,,,,,,,,110001211|女神の砂浴び
110201111,,#REF!,カエスーラ,中盤の直線に入ると持久力を回復し速度がわずかに上がる,,進化,#REF!,サウンズオブアース,好転一息,,500,633,,,,phase==1&corner==0,,,回復,0.055,目標速度,0.15,,,3,,,,,,,,,,,,,,110201111|カエスーラ
110201211,,#REF!,トライアンフ,レース終盤が迫ったとき中団以降だと前後3人ずつの速度をわずかに下げ自分の速度をすごく上げる＜作戦・差し＞,,進化,#REF!,サウンズオブアース,威風堂々,,500,633,,,,running_style==3&phase_laterhalf_random==1&order_rate>=40,,,目標速度,0.45,現在速度,0.15,現在速度,0.15,1.8,,,,,,,,,,,,,,110201211|トライアンフ
110401111,,#REF!,してやったり！,スタート時に加速力がすごく上がる＜作戦・逃げ＞,,進化,#REF!,カツラギエース,先手必勝,,500,394,,,,running_style==1&phase==0,,,加速,0.5,,,,,1.2,,,,,,,,,,,,,,110401111|してやったり！
